1,67
1,68
1,91
2,68
2,89
2,91
3,68
3,70
3,79
3,80
3,87
3,88
4,69
4,70
4,78
4,82
4,87
4,88
4,101
4,102
5,64
5,77
5,83
5,87
5,88
5,101
5,102
6,64
6,65
6,66
6,77
6,81
6,83
6,84
6,89
6,91
7,67
7,77
7,83
7,91
8,66
8,67
8,78
8,82
9,79
9,80
10,70
10,90
11,70
11,91
11,92
12,90
12,91
13,103
14,66
14,67
14,71
14,72
14,101
14,102
14,103
14,147
15,30
15,31
15,53
15,54
15,67
15,68
15,69
15,70
15,71
15,100
15,147
15,148
15,149
16,30
16,31
16,53
16,68
16,69
16,70
16,100
16,101
16,150
17,27
17,28
17,39
17,44
17,51
17,53
17,69
17,149
17,150
18,19
18,20
18,26
18,27
18,28
18,39
18,44
18,46
18,51
18,52
18,137
18,138
19,19
19,20
19,27
19,28
19,39
19,47
19,48
19,57
19,93
19,138
20,30
20,31
20,34
20,35
20,47
20,48
20,55
20,56
20,57
20,93
20,95
20,138
20,140
21,30
21,31
21,34
21,37
21,38
21,47
21,48
21,54
21,93
21,94
21,129
21,139
21,140
22,35
22,36
22,37
22,38
22,44
22,46
22,54
22,55
22,76
22,77
22,78
22,127
22,128
22,129
23,36
23,44
23,78
23,97
23,98
23,99
23,126
23,149
23,150
23,154
23,155
24,70
24,77
24,96
24,100
24,127
24,149
24,151
24,153
24,155
25,71
25,72
25,95
25,101
25,124
25,127
25,150
25,151
25,152
25,153
25,154
26,33
26,34
26,35
26,70
26,71
26,95
26,96
26,98
26,100
26,101
26,123
26,146
26,147
26,151
26,152
26,153
27,18
27,27
27,29
27,33
27,122
27,126
27,146
27,148
27,152
28,18
28,19
28,20
28,27
28,28
28,34
28,124
28,146
29,21
29,28
29,121
29,127
30,20
30,21
30,121
30,127
31,49
31,50
31,54
31,55
31,64
31,65
31,69
31,70
31,122
31,126
32,51
32,52
32,53
32,66
32,67
32,68
32,95
32,96
32,123
32,124
32,125
33,23
33,50
33,54
33,65
33,69
33,96
34,22
34,23
34,24
34,51
34,53
34,66
34,68
34,78
34,93
34,94
34,95
35,21
35,25
35,30
35,52
35,67
35,78
35,80
35,93
35,149
35,150
35,151
36,20
36,22
36,23
36,24
36,26
36,31
36,78
36,79
36,132
36,134
36,148
36,149
36,151
36,152
37,21
37,22
37,23
37,24
37,25
37,29
37,30
37,31
37,126
37,132
37,133
37,148
37,149
37,151
37,152
38,83
38,84
38,133
38,148
38,149
38,150
38,151
38,152
39,67
39,68
39,83
39,147
39,148
39,152
39,153
40,53
40,54
40,55
40,67
40,68
40,84
40,85
40,86
40,126
41,47
41,49
41,86
41,96
41,113
41,114
41,124
41,126
42,47
42,48
42,53
42,55
42,96
42,98
42,113
42,114
42,125
42,126
42,150
42,151
43,38
43,48
43,52
43,53
43,54
43,55
43,56
43,79
43,97
43,99
43,148
43,149
43,150
43,151
43,152
44,36
44,38
44,51
44,52
44,56
44,57
44,79
44,80
44,97
44,100
44,104
44,105
44,152
45,37
45,38
45,51
45,52
45,56
45,57
45,75
45,76
45,80
45,81
45,97
45,99
45,104
45,105
45,148
45,149
45,150
46,25
46,26
46,80
46,81
46,82
46,96
46,98
46,113
46,119
46,120
46,124
46,125
46,148
47,25
47,80
47,81
47,89
47,91
47,96
47,112
47,114
47,133
47,149
47,150
48,26
48,27
48,28
48,41
48,54
48,72
48,73
48,79
48,80
48,90
48,91
48,111
48,115
48,120
48,124
48,134
48,149
48,150
49,28
49,39
49,40
49,55
49,56
49,71
49,73
49,79
49,90
49,112
49,113
49,114
49,121
49,122
49,123
49,132
49,133
49,134
50,40
50,41
50,71
50,110
50,111
50,115
50,116
50,121
50,122
50,123
51,57
51,70
51,71
51,149
51,150
51,154
51,155
52,37
52,38
52,149
52,151
52,153
52,155
52,179
52,180
53,13
53,14
53,38
53,53
53,56
53,124
53,125
53,142
53,144
53,150
53,151
53,152
53,153
53,154
53,179
53,188
53,189
54,4
54,5
54,14
54,35
54,36
54,37
54,53
54,54
54,124
54,142
54,143
54,151
54,152
54,153
54,168
54,177
54,179
54,188
54,189
55,4
55,5
55,14
55,16
55,24
55,35
55,115
55,125
55,126
55,127
55,143
55,152
55,166
55,168
55,177
55,178
55,188
55,189
56,15
56,16
56,24
56,25
56,26
56,27
56,115
56,127
56,164
56,165
56,189
57,25
57,26
57,27
57,28
57,111
57,112
57,113
57,115
57,164
57,165
57,188
57,190
58,3
58,4
58,5
58,25
58,28
58,53
58,164
58,165
58,188
58,190
59,3
59,4
59,5
59,17
59,25
59,26
59,27
59,28
59,44
59,51
59,53
59,63
59,64
59,84
59,85
59,110
59,160
59,161
59,166
59,168
59,174
59,176
59,189
60,18
60,19
60,24
60,25
60,26
60,27
60,32
60,33
60,44
60,45
60,46
60,52
60,53
60,64
60,84
60,110
60,111
60,113
60,149
60,150
60,159
60,161
60,168
60,174
60,175
61,17
61,18
61,24
61,32
61,34
61,47
61,64
61,66
61,72
61,82
61,84
61,112
61,113
61,150
61,159
61,175
62,34
62,46
62,47
62,65
62,66
62,71
62,73
62,82
62,83
62,104
62,106
62,147
62,148
62,149
62,158
62,159
62,186
62,187
62,191
62,192
63,1
63,2
63,6
63,7
63,34
63,35
63,69
63,70
63,74
63,105
63,106
63,147
63,186
63,188
63,190
63,192
64,2
64,3
64,4
64,5
64,6
64,69
64,70
64,74
64,105
64,112
64,113
64,117
64,118
64,187
64,188
64,189
64,190
64,191
65,3
65,4
65,5
65,53
