1,67
1,68
1,91
2,68
2,89
2,91
3,68
3,70
3,79
3,80
3,87
3,88
4,69
4,70
4,78
4,82
4,87
4,88
4,101
4,102
5,64
5,77
5,83
5,87
5,88
5,101
5,102
6,64
6,65
6,66
6,77
6,81
6,83
6,84
6,89
6,91
7,67
7,77
7,83
7,91
8,66
8,67
8,78
8,82
9,79
9,80
10,90
11,91
11,92
12,90
12,91
14,89
15,30
15,31
15,67
15,68
15,88
15,89
15,90
16,30
16,31
16,66
16,69
16,87
16,88
16,90
16,91
17,27
17,28
17,39
17,44
17,67
17,69
17,90
17,91
18,19
18,20
18,26
18,27
18,28
18,39
18,44
18,46
18,68
18,89
18,90
18,92
18,97
18,99
18,137
18,138
18,163
18,164
19,19
19,20
19,27
19,28
19,39
19,47
19,48
19,88
19,90
19,92
19,93
19,98
19,99
19,138
19,163
19,165
20,30
20,31
20,34
20,35
20,47
20,48
20,87
20,88
20,92
20,93
20,98
20,138
20,140
20,164
21,30
21,31
21,34
21,37
21,38
21,47
21,48
21,87
21,89
21,90
21,92
21,129
21,139
21,140
22,35
22,36
22,37
22,38
22,44
22,46
22,83
22,91
22,127
22,128
22,129
23,36
23,44
23,48
23,49
23,82
23,83
23,84
23,90
23,91
23,126
24,48
24,49
24,50
24,81
24,83
24,85
24,86
24,89
24,90
24,91
24,126
24,127
25,48
25,51
25,81
25,83
25,85
25,86
25,87
25,88
25,89
25,90
25,91
25,156
25,157
25,158
26,46
26,48
26,49
26,50
26,51
26,52
26,82
26,83
26,84
26,85
26,92
27,27
27,29
27,45
27,46
27,48
27,49
27,50
27,51
27,70
27,83
27,89
27,91
27,92
27,170
27,171
28,27
28,28
28,46
28,48
28,52
28,69
28,87
28,88
28,121
28,127
28,169
28,170
28,171
28,173
28,174
29,28
29,47
29,52
29,53
29,69
29,70
29,71
29,121
29,127
29,162
29,163
29,170
29,171
29,173
29,174
29,175
30,51
30,52
30,54
30,121
30,127
30,162
30,163
30,169
30,170
30,171
30,173
30,174
31,50
31,51
31,52
31,54
31,55
31,62
31,169
31,170
32,53
32,54
32,56
32,57
33,54
33,56
33,57
33,67
33,68
33,72
33,123
33,124
33,125
33,132
33,149
33,150
34,21
35,26
35,27
35,28
35,56
35,57
35,58
35,111
35,112
35,114
35,118
35,121
35,123
35,125
35,127
35,130
36,20
36,21
36,58
36,64
36,72
37,123
37,124
38,71
38,75
38,79
38,111
38,114
39,70
39,80
39,123
39,124
39,149
39,150
39,151
40,34
40,43
40,44
40,45
40,47
40,49
40,50
41,22
41,39
41,40
41,71
41,86
41,121
41,122
41,130
41,131
42,35
42,70
42,113
42,114
42,141
42,146
42,154
42,159
43,19
43,20
43,75
43,77
43,112
43,113
43,116
44,20
44,95
44,96
44,97
44,101
44,105
44,106
44,107
45,74
45,75
45,79
45,80
45,103
45,104
46,39
46,40
47,25
47,39
47,44
47,52
47,56
47,77
47,79
47,80
47,86
47,90
47,93
48,26
48,27
48,28
48,39
48,44
48,53
48,55
48,72
48,73
48,80
48,81
48,82
48,86
48,87
48,89
49,28
49,40
49,41
49,42
49,54
49,71
49,73
49,81
49,82
49,151
49,152
49,153
50,71
50,113
50,146
50,150
50,151
50,153
50,154
51,70
51,71
51,112
51,113
51,114
51,144
51,145
51,150
51,151
51,153
51,154
52,37
52,38
52,94
52,96
52,111
52,112
52,113
52,114
52,115
52,138
52,145
52,146
52,150
52,151
52,152
52,153
52,154
52,179
52,180
53,13
53,14
53,38
53,53
53,54
53,95
53,96
53,110
53,111
53,115
53,116
53,124
53,125
53,139
53,149
53,150
53,154
53,155
53,179
53,188
53,189
54,4
54,5
54,14
54,35
54,36
54,37
54,53
54,54
54,95
54,124
54,137
54,138
54,139
54,170
54,171
54,177
54,179
54,188
54,189
55,4
55,5
55,14
55,16
55,22
55,35
55,125
55,126
55,127
55,169
55,173
55,177
55,178
56,15
56,16
56,21
56,23
56,127
56,168
56,174
57,19
57,20
57,24
57,112
57,113
57,114
57,168
57,172
57,174
57,175
58,19
58,20
58,24
58,112
58,113
58,114
58,137
58,139
58,168
58,174
59,19
59,20
59,24
59,44
59,63
59,64
59,84
59,85
59,137
59,138
59,160
59,161
59,169
59,173
60,21
60,23
60,32
60,33
60,44
60,45
60,46
60,64
60,84
60,115
60,138
60,149
60,150
60,159
60,161
60,170
60,171
60,178
60,179
60,188
60,189
60,190
61,3
61,4
61,5
61,22
61,32
61,34
61,47
61,64
61,66
61,75
61,76
61,82
61,84
61,114
61,116
61,150
61,159
61,178
61,180
61,187
61,188
61,190
61,191
62,13
62,14
62,15
62,34
62,46
62,47
62,65
62,66
62,74
62,76
62,82
62,83
62,113
62,117
62,147
62,148
62,149
62,158
62,159
62,178
62,187
62,188
62,190
62,191
63,3
63,5
63,15
63,34
63,35
63,58
63,73
63,74
63,75
63,114
63,115
63,116
63,147
63,187
63,188
63,189
63,190
63,191
64,2
64,3
64,4
64,5
64,6
64,14
64,22
64,56
64,58
64,72
64,73
64,74
64,112
64,113
64,117
64,118
64,169
64,171
64,186
64,187
64,191
64,192
65,1
65,2
65,6
65,7
65,23
65,24
65,57
65,58
65,73
65,74
65,75
65,169
65,170
66,1
66,2
66,6
66,7
66,22
66,23
66,74
66,76
66,170
66,181
67,75
67,76
67,181
67,182
67,186
68,12
68,13
68,180
68,185
68,187
69,6
69,7
69,11
69,12
69,152
69,153
69,182
69,183
69,187
70,6
70,8
70,9
70,13
70,40
70,41
70,46
70,47
70,51
